"Route","Departing_Port","Arriving_Port","Airline","Month","Year","Month_Number","Month_Name","Analysis_Level","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","OnTime_Departures_Percent","OnTime_Arrivals_Percent","Cancellations_Percent"
"Mount Isa-Brisbane","Mount Isa","Brisbane","Qantas",2023-05-01,2023,5,"May","Airline Route",48,48,0,40,44,8,4,83.3333333333333,91.6666666666667,0
"Newman-Perth","Newman","Perth","Qantas",2023-05-01,2023,5,"May","Airline Route",38,37,1,34,27,3,10,91.8918918918919,72.972972972973,2.63157894736842
"Perth-Adelaide","Perth","Adelaide","Qantas",2023-05-01,2023,5,"May","Airline Route",93,93,0,67,73,26,20,72.0430107526882,78.494623655914,0
"Perth-Brisbane","Perth","Brisbane","Qantas",2023-05-01,2023,5,"May","Airline Route",150,150,0,118,114,32,36,78.6666666666667,76,0
"Perth-Kalgoorlie","Perth","Kalgoorlie","Qantas",2023-05-01,2023,5,"May","Airline Route",24,23,1,23,23,0,0,100,100,4.16666666666667
"Perth-Karratha","Perth","Karratha","Qantas",2023-05-01,2023,5,"May","Airline Route",21,20,1,20,19,0,1,100,95,4.76190476190476
"Perth-Melbourne","Perth","Melbourne","Qantas",2023-05-01,2023,5,"May","Airline Route",209,206,3,157,147,49,59,76.2135922330097,71.3592233009709,1.43540669856459
"Perth-Newman","Perth","Newman","Qantas",2023-05-01,2023,5,"May","Airline Route",38,37,1,35,36,2,1,94.5945945945946,97.2972972972973,2.63157894736842
"Perth-Port Hedland","Perth","Port Hedland","Qantas",2023-05-01,2023,5,"May","Airline Route",42,41,1,37,38,4,3,90.2439024390244,92.6829268292683,2.38095238095238
"Perth-Sydney","Perth","Sydney","Qantas",2023-05-01,2023,5,"May","Airline Route",222,219,3,169,161,50,58,77.1689497716895,73.5159817351598,1.35135135135135
"Port Hedland-Perth","Port Hedland","Perth","Qantas",2023-05-01,2023,5,"May","Airline Route",42,41,1,32,36,9,5,78.0487804878049,87.8048780487805,2.38095238095238
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Qantas",2023-05-01,2023,5,"May","Airline Route",30,30,0,20,22,10,8,66.6666666666667,73.3333333333333,0
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Qantas",2023-05-01,2023,5,"May","Airline Route",53,53,0,39,36,14,17,73.5849056603774,67.9245283018868,0
"Sydney-Adelaide","Sydney","Adelaide","Qantas",2023-05-01,2023,5,"May","Airline Route",236,231,5,145,138,86,93,62.7705627705628,59.7402597402597,2.11864406779661
"Sydney-Brisbane","Sydney","Brisbane","Qantas",2023-05-01,2023,5,"May","Airline Route",566,556,10,389,373,167,183,69.9640287769784,67.0863309352518,1.76678445229682
"Sydney-Cairns","Sydney","Cairns","Qantas",2023-05-01,2023,5,"May","Airline Route",39,39,0,23,17,16,22,58.974358974359,43.5897435897436,0
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas",2023-05-01,2023,5,"May","Airline Route",93,93,0,56,62,37,31,60.2150537634409,66.6666666666667,0
"Sydney-Hamilton Island","Sydney","Hamilton Island","Qantas",2023-05-01,2023,5,"May","Airline Route",31,31,0,19,20,12,11,61.2903225806452,64.5161290322581,0
"Sydney-Hobart","Sydney","Hobart","Qantas",2023-05-01,2023,5,"May","Airline Route",27,27,0,21,22,6,5,77.7777777777778,81.4814814814815,0
"Sydney-Melbourne","Sydney","Melbourne","Qantas",2023-05-01,2023,5,"May","Airline Route",1001,934,67,655,639,279,295,70.1284796573876,68.4154175588865,6.69330669330669
"Sydney-Perth","Sydney","Perth","Qantas",2023-05-01,2023,5,"May","Airline Route",223,221,2,141,157,80,64,63.8009049773756,71.0407239819005,0.896860986547085
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","Qantas",2023-05-01,2023,5,"May","Airline Route",54,54,0,33,36,21,18,61.1111111111111,66.6666666666667,0
"Townsville-Brisbane","Townsville","Brisbane","Qantas",2023-05-01,2023,5,"May","Airline Route",75,75,0,58,61,17,14,77.3333333333333,81.3333333333333,0
"All Ports-All Ports","All Ports","All Ports","Qantas",2023-05-01,2023,5,"May","Airline",8516,8301,215,5959,5965,2342,2336,71.7865317431635,71.8588121913023,2.52465946453734
"Adelaide-Alice Springs","Adelaide","Alice Springs","QantasLink",2023-05-01,2023,5,"May","Airline Route",54,54,0,47,45,7,9,87.037037037037,83.3333333333333,0
"Adelaide-Brisbane","Adelaide","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",186,186,0,125,123,61,63,67.2043010752688,66.1290322580645,0
"Adelaide-Canberra","Adelaide","Canberra","QantasLink",2023-05-01,2023,5,"May","Airline Route",114,111,3,99,94,12,17,89.1891891891892,84.6846846846847,2.63157894736842
"Adelaide-Darwin","Adelaide","Darwin","QantasLink",2023-05-01,2023,5,"May","Airline Route",57,56,1,48,38,8,18,85.7142857142857,67.8571428571429,1.75438596491228
"Adelaide-Melbourne","Adelaide","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",13,12,1,8,10,4,2,66.6666666666667,83.3333333333333,7.69230769230769
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","QantasLink",2023-05-01,2023,5,"May","Airline Route",143,138,5,115,115,23,23,83.3333333333333,83.3333333333333,3.4965034965035
"Albury-Sydney","Albury","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",98,95,3,67,64,28,31,70.5263157894737,67.3684210526316,3.06122448979592
"Alice Springs-Adelaide","Alice Springs","Adelaide","QantasLink",2023-05-01,2023,5,"May","Airline Route",54,53,1,45,46,8,7,84.9056603773585,86.7924528301887,1.85185185185185
"Armidale-Sydney","Armidale","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",95,87,8,75,76,12,11,86.2068965517241,87.3563218390805,8.42105263157895
"Ballina-Sydney","Ballina","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",82,78,4,62,61,16,17,79.4871794871795,78.2051282051282,4.8780487804878
"Brisbane-Adelaide","Brisbane","Adelaide","QantasLink",2023-05-01,2023,5,"May","Airline Route",186,186,0,115,109,71,77,61.8279569892473,58.6021505376344,0
"Brisbane-Cairns","Brisbane","Cairns","QantasLink",2023-05-01,2023,5,"May","Airline Route",91,91,0,34,41,57,50,37.3626373626374,45.0549450549451,0
"Brisbane-Canberra","Brisbane","Canberra","QantasLink",2023-05-01,2023,5,"May","Airline Route",176,171,5,106,107,65,64,61.9883040935673,62.5730994152047,2.84090909090909
"Brisbane-Emerald","Brisbane","Emerald","QantasLink",2023-05-01,2023,5,"May","Airline Route",119,118,1,98,105,20,13,83.0508474576271,88.9830508474576,0.840336134453782
"Brisbane-Gladstone","Brisbane","Gladstone","QantasLink",2023-05-01,2023,5,"May","Airline Route",145,137,8,108,112,29,25,78.8321167883212,81.7518248175183,5.51724137931035
"Brisbane-Hobart","Brisbane","Hobart","QantasLink",2023-05-01,2023,5,"May","Airline Route",26,26,0,21,20,5,6,80.7692307692308,76.9230769230769,0
"Brisbane-Mackay","Brisbane","Mackay","QantasLink",2023-05-01,2023,5,"May","Airline Route",16,16,0,14,14,2,2,87.5,87.5,0
"Brisbane-Newcastle","Brisbane","Newcastle","QantasLink",2023-05-01,2023,5,"May","Airline Route",139,129,10,106,114,23,15,82.1705426356589,88.3720930232558,7.19424460431655
"Brisbane-Proserpine","Brisbane","Proserpine","QantasLink",2023-05-01,2023,5,"May","Airline Route",33,32,1,30,30,2,2,93.75,93.75,3.03030303030303
"Brisbane-Rockhampton","Brisbane","Rockhampton","QantasLink",2023-05-01,2023,5,"May","Airline Route",189,185,4,151,153,34,32,81.6216216216216,82.7027027027027,2.11640211640212
"Brisbane-Townsville","Brisbane","Townsville","QantasLink",2023-05-01,2023,5,"May","Airline Route",62,62,0,45,41,17,21,72.5806451612903,66.1290322580645,0
"Broome-Perth","Broome","Perth","QantasLink",2023-05-01,2023,5,"May","Airline Route",73,73,0,46,47,27,26,63.013698630137,64.3835616438356,0
"Cairns-Brisbane","Cairns","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",91,91,0,22,33,69,58,24.1758241758242,36.2637362637363,0
"Cairns-Townsville","Cairns","Townsville","QantasLink",2023-05-01,2023,5,"May","Airline Route",156,152,4,140,139,12,13,92.1052631578947,91.4473684210526,2.56410256410256
"Canberra-Adelaide","Canberra","Adelaide","QantasLink",2023-05-01,2023,5,"May","Airline Route",114,110,4,90,91,20,19,81.8181818181818,82.7272727272727,3.50877192982456
"Canberra-Brisbane","Canberra","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",176,170,6,117,125,53,45,68.8235294117647,73.5294117647059,3.40909090909091
"Canberra-Melbourne","Canberra","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",293,275,18,199,194,76,81,72.3636363636364,70.5454545454545,6.14334470989761
"Canberra-Sydney","Canberra","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",470,419,51,309,303,110,116,73.7470167064439,72.3150357995227,10.8510638297872
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",110,109,1,88,83,21,26,80.7339449541284,76.1467889908257,0.909090909090909
"Darwin-Adelaide","Darwin","Adelaide","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,57,1,52,56,5,1,91.2280701754386,98.2456140350877,1.72413793103448
"Darwin-Perth","Darwin","Perth","QantasLink",2023-05-01,2023,5,"May","Airline Route",28,28,0,14,16,14,12,50,57.1428571428571,0
"Devonport-Melbourne","Devonport","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",106,105,1,77,77,28,28,73.3333333333333,73.3333333333333,0.943396226415094
"Dubbo-Sydney","Dubbo","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",109,107,2,80,78,27,29,74.7663551401869,72.8971962616822,1.8348623853211
"Emerald-Brisbane","Emerald","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",118,117,1,102,98,15,19,87.1794871794872,83.7606837606838,0.847457627118644
"Gladstone-Brisbane","Gladstone","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",145,135,10,109,114,26,21,80.7407407407407,84.4444444444444,6.89655172413793
"Hobart-Brisbane","Hobart","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",26,26,0,23,21,3,5,88.4615384615385,80.7692307692308,0
"Hobart-Melbourne","Hobart","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,58,0,37,31,21,27,63.7931034482759,53.448275862069,0
"Hobart-Sydney","Hobart","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,57,1,47,47,10,10,82.4561403508772,82.4561403508772,1.72413793103448
"Kalgoorlie-Perth","Kalgoorlie","Perth","QantasLink",2023-05-01,2023,5,"May","Airline Route",53,53,0,40,36,13,17,75.4716981132076,67.9245283018868,0
"Karratha-Perth","Karratha","Perth","QantasLink",2023-05-01,2023,5,"May","Airline Route",128,127,1,85,102,42,25,66.9291338582677,80.3149606299213,0.78125
"Launceston-Melbourne","Launceston","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",118,113,5,83,88,30,25,73.4513274336283,77.8761061946903,4.23728813559322
"Launceston-Sydney","Launceston","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",31,31,0,15,23,16,8,48.3870967741936,74.1935483870968,0
"Mackay-Brisbane","Mackay","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",21,21,0,16,18,5,3,76.1904761904762,85.7142857142857,0
"Melbourne-Adelaide","Melbourne","Adelaide","QantasLink",2023-05-01,2023,5,"May","Airline Route",13,13,0,12,11,1,2,92.3076923076923,84.6153846153846,0
"Melbourne-Canberra","Melbourne","Canberra","QantasLink",2023-05-01,2023,5,"May","Airline Route",293,277,16,203,210,74,67,73.2851985559567,75.812274368231,5.46075085324232
"Melbourne-Devonport","Melbourne","Devonport","QantasLink",2023-05-01,2023,5,"May","Airline Route",106,105,1,81,82,24,23,77.1428571428572,78.0952380952381,0.943396226415094
"Melbourne-Hobart","Melbourne","Hobart","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,58,0,47,43,11,15,81.0344827586207,74.1379310344828,0
"Melbourne-Launceston","Melbourne","Launceston","QantasLink",2023-05-01,2023,5,"May","Airline Route",118,114,4,89,93,25,21,78.0701754385965,81.5789473684211,3.38983050847458
"Melbourne-Mildura","Melbourne","Mildura","QantasLink",2023-05-01,2023,5,"May","Airline Route",115,113,2,84,90,29,23,74.3362831858407,79.646017699115,1.73913043478261
"Melbourne-Newcastle","Melbourne","Newcastle","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,57,1,40,37,17,20,70.1754385964912,64.9122807017544,1.72413793103448
"Mildura-Melbourne","Mildura","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",115,112,3,73,79,39,33,65.1785714285714,70.5357142857143,2.60869565217391
"Newcastle-Brisbane","Newcastle","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",139,126,13,112,116,14,10,88.8888888888889,92.0634920634921,9.35251798561151
"Newcastle-Melbourne","Newcastle","Melbourne","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,58,0,47,49,11,9,81.0344827586207,84.4827586206897,0
"Newman-Perth","Newman","Perth","QantasLink",2023-05-01,2023,5,"May","Airline Route",82,80,2,61,49,19,31,76.25,61.25,2.4390243902439
"Perth-Broome","Perth","Broome","QantasLink",2023-05-01,2023,5,"May","Airline Route",73,73,0,54,60,19,13,73.972602739726,82.1917808219178,0
"Perth-Darwin","Perth","Darwin","QantasLink",2023-05-01,2023,5,"May","Airline Route",28,28,0,23,22,5,6,82.1428571428571,78.5714285714286,0
"Perth-Kalgoorlie","Perth","Kalgoorlie","QantasLink",2023-05-01,2023,5,"May","Airline Route",53,53,0,44,42,9,11,83.0188679245283,79.2452830188679,0
"Perth-Karratha","Perth","Karratha","QantasLink",2023-05-01,2023,5,"May","Airline Route",129,128,1,96,102,32,26,75,79.6875,0.775193798449612
"Perth-Newman","Perth","Newman","QantasLink",2023-05-01,2023,5,"May","Airline Route",82,81,1,69,67,12,14,85.1851851851852,82.7160493827161,1.21951219512195
"Perth-Port Hedland","Perth","Port Hedland","QantasLink",2023-05-01,2023,5,"May","Airline Route",95,95,0,77,80,18,15,81.0526315789474,84.2105263157895,0
"Port Hedland-Perth","Port Hedland","Perth","QantasLink",2023-05-01,2023,5,"May","Airline Route",95,95,0,66,64,29,31,69.4736842105263,67.3684210526316,0
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","QantasLink",2023-05-01,2023,5,"May","Airline Route",143,138,5,124,121,14,17,89.8550724637681,87.6811594202899,3.4965034965035
"Port Macquarie-Sydney","Port Macquarie","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",106,106,0,83,81,23,25,78.3018867924528,76.4150943396226,0
"Proserpine-Brisbane","Proserpine","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",33,31,2,23,26,8,5,74.1935483870968,83.8709677419355,6.06060606060606
"Rockhampton-Brisbane","Rockhampton","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",189,183,6,157,160,26,23,85.792349726776,87.431693989071,3.17460317460317
"Sydney-Albury","Sydney","Albury","QantasLink",2023-05-01,2023,5,"May","Airline Route",97,94,3,70,67,24,27,74.468085106383,71.2765957446808,3.09278350515464
"Sydney-Armidale","Sydney","Armidale","QantasLink",2023-05-01,2023,5,"May","Airline Route",94,86,8,69,80,17,6,80.2325581395349,93.0232558139535,8.51063829787234
"Sydney-Ballina","Sydney","Ballina","QantasLink",2023-05-01,2023,5,"May","Airline Route",81,77,4,65,68,12,9,84.4155844155844,88.3116883116883,4.93827160493827
"Sydney-Canberra","Sydney","Canberra","QantasLink",2023-05-01,2023,5,"May","Airline Route",469,428,41,339,334,89,94,79.2056074766355,78.0373831775701,8.74200426439232
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","QantasLink",2023-05-01,2023,5,"May","Airline Route",110,109,1,69,89,40,20,63.302752293578,81.651376146789,0.909090909090909
"Sydney-Dubbo","Sydney","Dubbo","QantasLink",2023-05-01,2023,5,"May","Airline Route",109,107,2,72,86,35,21,67.2897196261682,80.3738317757009,1.8348623853211
"Sydney-Hobart","Sydney","Hobart","QantasLink",2023-05-01,2023,5,"May","Airline Route",58,58,0,44,40,14,18,75.8620689655172,68.9655172413793,0
"Sydney-Launceston","Sydney","Launceston","QantasLink",2023-05-01,2023,5,"May","Airline Route",31,31,0,19,17,12,14,61.2903225806452,54.8387096774194,0
"Sydney-Port Macquarie","Sydney","Port Macquarie","QantasLink",2023-05-01,2023,5,"May","Airline Route",106,106,0,74,83,32,23,69.811320754717,78.3018867924528,0
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","QantasLink",2023-05-01,2023,5,"May","Airline Route",103,103,0,79,83,24,20,76.6990291262136,80.5825242718447,0
"Townsville-Brisbane","Townsville","Brisbane","QantasLink",2023-05-01,2023,5,"May","Airline Route",62,62,0,39,36,23,26,62.9032258064516,58.0645161290323,0
"Townsville-Cairns","Townsville","Cairns","QantasLink",2023-05-01,2023,5,"May","Airline Route",156,151,5,138,138,13,13,91.3907284768212,91.3907284768212,3.2051282051282
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","QantasLink",2023-05-01,2023,5,"May","Airline Route",103,102,1,76,81,26,21,74.5098039215686,79.4117647058823,0.970873786407767
"All Ports-All Ports","All Ports","All Ports","QantasLink",2023-05-01,2023,5,"May","Airline",12141,11778,363,9199,9338,2579,2440,78.1032433350314,79.2834097469859,2.98986903879417
"Adelaide-Melbourne","Adelaide","Melbourne","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",58,58,0,43,44,15,14,74.1379310344828,75.8620689655172,0
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",165,153,12,100,95,53,58,65.359477124183,62.0915032679739,7.27272727272727
"Albury-Sydney","Albury","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",110,109,1,81,77,28,32,74.3119266055046,70.6422018348624,0.909090909090909
"Armidale-Sydney","Armidale","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",67,66,1,52,44,14,22,78.7878787878788,66.6666666666667,1.49253731343284
"Brisbane-Melbourne","Brisbane","Melbourne","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",54,54,0,44,44,10,10,81.4814814814815,81.4814814814815,0
"Brisbane-Sydney","Brisbane","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",147,146,1,121,116,25,30,82.8767123287671,79.4520547945205,0.680272108843537
"Cairns-Townsville","Cairns","Townsville","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",13,12,1,10,10,2,2,83.3333333333333,83.3333333333333,7.69230769230769
"Canberra-Melbourne","Canberra","Melbourne","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",31,31,0,27,25,4,6,87.0967741935484,80.6451612903226,0
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",117,116,1,89,81,27,35,76.7241379310345,69.8275862068966,0.854700854700855
"Devonport-Melbourne","Devonport","Melbourne","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",53,50,3,38,37,12,13,76,74,5.66037735849057
"Dubbo-Sydney","Dubbo","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",133,133,0,104,97,29,36,78.1954887218045,72.9323308270677,0
"Gold Coast-Melbourne","Gold Coast","Melbourne","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",31,31,0,27,25,4,6,87.0967741935484,80.6451612903226,0
"Gold Coast-Sydney","Gold Coast","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",31,31,0,26,27,5,4,83.8709677419355,87.0967741935484,0
"Melbourne-Adelaide","Melbourne","Adelaide","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",58,58,0,43,43,15,15,74.1379310344828,74.1379310344828,0
"Melbourne-Brisbane","Melbourne","Brisbane","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",54,54,0,47,47,7,7,87.037037037037,87.037037037037,0
"Melbourne-Canberra","Melbourne","Canberra","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",31,31,0,28,26,3,5,90.3225806451613,83.8709677419355,0
"Melbourne-Devonport","Melbourne","Devonport","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",54,51,3,40,40,11,11,78.4313725490196,78.4313725490196,5.55555555555556
"Melbourne-Gold Coast","Melbourne","Gold Coast","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",31,31,0,28,27,3,4,90.3225806451613,87.0967741935484,0
"Melbourne-Mildura","Melbourne","Mildura","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",112,110,2,91,90,19,20,82.7272727272727,81.8181818181818,1.78571428571429
"Melbourne-Sydney","Melbourne","Sydney","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",149,145,4,127,127,18,18,87.5862068965517,87.5862068965517,2.68456375838926
"Mildura-Melbourne","Mildura","Melbourne","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",112,110,2,92,84,18,26,83.6363636363636,76.3636363636364,1.78571428571429
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","Rex Airlines",2023-05-01,2023,5,"May","Airline Route",167,154,13,105,101,49,53,68.1818181818182,65.5844155844156,7.78443113772455
